CIN,Name,url,roc,status
U33125RJ2009PTC028669,ARGOS HEALTHCARE PRIVATE LIMITED,https://www.zaubacorp.com/company/ARGOS-HEALTHCARE-PRIVATE-LIMITED/U33125RJ2009PTC028669,Jaipur,Strike Off
U01409MH2021PTC355901,ARGOS HYDROCORP PRIVATE LIMITED,https://www.zaubacorp.com/company/ARGOS-HYDROCORP-PRIVATE-LIMITED/U01409MH2021PTC355901,Mumbai,Active
U25209KL1992PTC006581,ARGOS PLASTICS PRIVATE LIMITED,https://www.zaubacorp.com/company/ARGOS-PLASTICS-PRIVATE-LIMITED/U25209KL1992PTC006581,Ernakulam,Active
U70100MH2011PTC216651,ARGOS REALTY PRIVATE LIMITED,https://www.zaubacorp.com/company/ARGOS-REALTY-PRIVATE-LIMITED/U70100MH2011PTC216651,Mumbai,Active
U85110KA2006PTC037948,ARGOS SOFT SOLUTIONS PRIVATE LIMITED,https://www.zaubacorp.com/company/ARGOS-SOFT-SOLUTIONS-PRIVATE-LIMITED/U85110KA2006PTC037948,Bangalore,Strike Off
U74999WB2010PTC140607,ARGOS TECHNOLOGY RESOURCES PRIVATE LIMITED,https://www.zaubacorp.com/company/ARGOS-TECHNOLOGY-RESOURCES-PRIVATE-LIMITED/U74999WB2010PTC140607,Kolkata,Active
U51909KA1986PTC007638,ARGOSY ASSOCIATES PRIVATE LIMITED,https://www.zaubacorp.com/company/ARGOSY-ASSOCIATES-PRIVATE-LIMITED/U51909KA1986PTC007638,Bangalore,Strike Off
U74900WB2015PTC208420,ARGOSY FACILITY AND ALLIED SERVICES PRIVATE LIMITED,https://www.zaubacorp.com/company/ARGOSY-FACILITY-AND-ALLIED-SERVICES-PRIVATE-LIMITED/U74900WB2015PTC208420,Kolkata,Active
U65993WB1982PLC034936,ARGOSY FINANCE & INDUSTRIAL INVESTMENT ( INDIA) LTD,https://www.zaubacorp.com/company/ARGOSY-FINANCE-INDUSTRIAL-INVESTMENT-INDIA-LTD/U65993WB1982PLC034936,Kolkata,Strike Off
U67120MH1997PTC107167,ARGOSY FINVEST PRIVATE LIMITED,https://www.zaubacorp.com/company/ARGOSY-FINVEST-PRIVATE-LIMITED/U67120MH1997PTC107167,Mumbai,Active
U74999WB2017PTC221788,ARGOSY INSURANCE SURVEYORS & LOSS ASSESSORS PRIVATE LIMITED,https://www.zaubacorp.com/company/ARGOSY-INSURANCE-SURVEYORS-LOSS-ASSESSORS-PRIVATE-LIMITED/U74999WB2017PTC221788,Kolkata,Active
U52300MH2010PTC200728,ARGOSY MULTITRADE AND MARKETING PRIVATE LIMITED,https://www.zaubacorp.com/company/ARGOSY-MULTITRADE-AND-MARKETING-PRIVATE-LIMITED/U52300MH2010PTC200728,Mumbai,Strike Off
U63032MH2009PTC196371,ARGOSY SHIPPING AGENCY PRIVATE LIMITED,https://www.zaubacorp.com/company/ARGOSY-SHIPPING-AGENCY-PRIVATE-LIMITED/U63032MH2009PTC196371,Mumbai,Active
U93090UP2017OPC094390,ARGOT ADD BAZAAR MARKETING (OPC) PRIVATE LIMITED,https://www.zaubacorp.com/company/ARGOT-ADD-BAZAAR-MARKETING-OPC-PRIVATE-LIMITED/U93090UP2017OPC094390,Kanpur,Active
U70109UP2018OPC101638,ARGOT INFRAHEIGHT (OPC) PRIVATE LIMITED,https://www.zaubacorp.com/company/ARGOT-INFRAHEIGHT-OPC-PRIVATE-LIMITED/U70109UP2018OPC101638,Kanpur,Active
U72100DL1996PTC081996,ARGOTERO IT CONSULTANTS PRIVATE LIMITED,https://www.zaubacorp.com/company/ARGOTERO-IT-CONSULTANTS-PRIVATE-LIMITED/U72100DL1996PTC081996,Delhi,Active
U52209TG2021OPC154712,ARGULA AND SONS (OPC) PRIVATE LIMITED,https://www.zaubacorp.com/company/ARGULA-AND-SONS-OPC-PRIVATE-LIMITED/U52209TG2021OPC154712,Hyderabad,Active
AAF-2818,ARGUN INTERNET LLP,https://www.zaubacorp.com/company/ARGUN-INTERNET-LLP/AAF-2818,Jaipur,Defunct
U80300DL2016PTC290312,ARGUO LEARNING PRIVATE LIMITED,https://www.zaubacorp.com/company/ARGUO-LEARNING-PRIVATE-LIMITED/U80300DL2016PTC290312,Delhi,Active
U29130RJ1984PTC003148,ARGUS (INDIA) PRIVATE LIMITED,https://www.zaubacorp.com/company/ARGUS-INDIA-PRIVATE-LIMITED/U29130RJ1984PTC003148,Jaipur,Strike Off
U51909GJ1989PTC012285,ARGUS AGENCIES PRIVATE LIMITED,https://www.zaubacorp.com/company/ARGUS-AGENCIES-PRIVATE-LIMITED/U51909GJ1989PTC012285,Ahmedabad,Strike Off
U01100MH1999PTC121927,ARGUS AGRO DEVELOPERS PRIVATE LIMITED,https://www.zaubacorp.com/company/ARGUS-AGRO-DEVELOPERS-PRIVATE-LIMITED/U01100MH1999PTC121927,Mumbai,Strike Off
AAR-6106,ARGUS ARBOR INDIA CONSULTING LLP,https://www.zaubacorp.com/company/ARGUS-ARBOR-INDIA-CONSULTING-LLP/AAR-6106,Kanpur,Active
U29305UP1997PTC022388,ARGUS BUSINESS MACHINES PRIVATE LIMITED,https://www.zaubacorp.com/company/ARGUS-BUSINESS-MACHINES-PRIVATE-LIMITED/U29305UP1997PTC022388,Kanpur,Active
U51103GJ2021PTC122526,ARGUS CARBIDE PRIVATE LIMITED,https://www.zaubacorp.com/company/ARGUS-CARBIDE-PRIVATE-LIMITED/U51103GJ2021PTC122526,Ahmedabad,Active
F04288,ARGUS CO LIMITED,https://www.zaubacorp.com/company/ARGUS-CO-LIMITED/F04288,h Korea,Not Available for e-filing
U74999HR2018PTC072667,ARGUS COMPLIANCE INDIA PRIVATE LIMITED,https://www.zaubacorp.com/company/ARGUS-COMPLIANCE-INDIA-PRIVATE-LIMITED/U74999HR2018PTC072667,Delhi,Active
U72900UP2021OPC146509,ARGUS CONSULTING (OPC) PRIVATE LIMITED,https://www.zaubacorp.com/company/ARGUS-CONSULTING-OPC-PRIVATE-LIMITED/U72900UP2021OPC146509,Kanpur,Active
U24246TN1988PLC016431,ARGUS COSMETICS LIMITED,https://www.zaubacorp.com/company/ARGUS-COSMETICS-LIMITED/U24246TN1988PLC016431,Chennai,Active
U74920MH2002PTC136274,ARGUS ELECTRONIC SECURITY SYSTEMS PRIVATE LIMITED,https://www.zaubacorp.com/company/ARGUS-ELECTRONIC-SECURITY-SYSTEMS-PRIVATE-LIMITED/U74920MH2002PTC136274,Mumbai,Active
U31909KL1974PTC002634,ARGUS ELECTRONICS PRIVATE LIMITED,https://www.zaubacorp.com/company/ARGUS-ELECTRONICS-PRIVATE-LIMITED/U31909KL1974PTC002634,Ernakulam,Dissolved
U28111HR1988PTC030210,ARGUS ENGINEERS PRIVATE LIMITED,https://www.zaubacorp.com/company/ARGUS-ENGINEERS-PRIVATE-LIMITED/U28111HR1988PTC030210,Delhi,Strike Off
U22100DL2010PTC206532,ARGUS ENTERTAINMENT PRIVATE LIMITED,https://www.zaubacorp.com/company/ARGUS-ENTERTAINMENT-PRIVATE-LIMITED/U22100DL2010PTC206532,Delhi,Active
U65999RJ2019PTC065726,ARGUS FINANCIAL SERVICES PRIVATE LIMITED,https://www.zaubacorp.com/company/ARGUS-FINANCIAL-SERVICES-PRIVATE-LIMITED/U65999RJ2019PTC065726,Jaipur,Active
U55101OR2015PTC018864,ARGUS FOODS PRIVATE LIMITED,https://www.zaubacorp.com/company/ARGUS-FOODS-PRIVATE-LIMITED/U55101OR2015PTC018864,Cuttack,Strike Off
U74999PN2021PTC203640,ARGUS FORCE AND MANAGEMENT SERVICES PRIVATE LIMITED,https://www.zaubacorp.com/company/ARGUS-FORCE-AND-MANAGEMENT-SERVICES-PRIVATE-LIMITED/U74999PN2021PTC203640,Pune,Active
U22219TN1994PTC029327,ARGUS GRAPHICS VISION PRIVATE LIMITED,https://www.zaubacorp.com/company/ARGUS-GRAPHICS-VISION-PRIVATE-LIMITED/U22219TN1994PTC029327,Chennai,Strike Off
U67120GJ1990PLC013266,ARGUS HOLDINGS PVT.LTD.,https://www.zaubacorp.com/company/ARGUS-HOLDINGS-PVT-LTD-/U67120GJ1990PLC013266,Ahmedabad,Strike Off
U70102GJ2012PTC068560,ARGUS INFRASTRUCTURE & DEVELOPERS PRIVATE LIMITED,https://www.zaubacorp.com/company/ARGUS-INFRASTRUCTURE-DEVELOPERS-PRIVATE-LIMITED/U70102GJ2012PTC068560,Ahmedabad,Amalgamated
U99999MH1919PTC000607,ARGUS INSURANCE COMPANY LIMITED,https://www.zaubacorp.com/company/ARGUS-INSURANCE-COMPANY-LIMITED/U99999MH1919PTC000607,Mumbai,Not available for efiling
U52609MP2019PLC049861,ARGUS INTERNATIONAL TRADEX LIMITED,https://www.zaubacorp.com/company/ARGUS-INTERNATIONAL-TRADEX-LIMITED/U52609MP2019PLC049861,Gwalior,Active
U67120MH1975PTC018542,ARGUS INVESTMENTS PRIVATE LIMITED,https://www.zaubacorp.com/company/ARGUS-INVESTMENTS-PRIVATE-LIMITED/U67120MH1975PTC018542,Mumbai,Active
U65992KL2006PTC019027,ARGUS KURIES PRIVATE LIMITED,https://www.zaubacorp.com/company/ARGUS-KURIES-PRIVATE-LIMITED/U65992KL2006PTC019027,Ernakulam,Strike Off
U45203WB1965PTC026495,ARGUS MANUFACTURING CO PVT LTD,https://www.zaubacorp.com/company/ARGUS-MANUFACTURING-CO-PVT-LTD/U45203WB1965PTC026495,Kolkata,Active
U22212KA2011PTC058893,ARGUS MEDIA PRIVATE LIMITED,https://www.zaubacorp.com/company/ARGUS-MEDIA-PRIVATE-LIMITED/U22212KA2011PTC058893,Bangalore,Strike Off
U27209OR2018PTC028310,ARGUS METCHEM PRIVATE LIMITED,https://www.zaubacorp.com/company/ARGUS-METCHEM-PRIVATE-LIMITED/U27209OR2018PTC028310,Cuttack,Active
U26950MP2016PTC035328,ARGUS MINERALS INNOVATION PRIVATE LIMITED,https://www.zaubacorp.com/company/ARGUS-MINERALS-INNOVATION-PRIVATE-LIMITED/U26950MP2016PTC035328,Gwalior,Active
U50100RJ2014PTC046150,ARGUS MOTORS PRIVATE LIMITED,https://www.zaubacorp.com/company/ARGUS-MOTORS-PRIVATE-LIMITED/U50100RJ2014PTC046150,Jaipur,Active
U74110DL2015PTC288315,ARGUS OVERSEAS PRIVATE LIMITED,https://www.zaubacorp.com/company/ARGUS-OVERSEAS-PRIVATE-LIMITED/U74110DL2015PTC288315,Delhi,Active
AAJ-1653,ARGUS PARTNERS LLP,https://www.zaubacorp.com/company/ARGUS-PARTNERS-LLP/AAJ-1653,Delhi,Active
U74899DL1991PTC044446,ARGUS PETROCHEMICALS PRIVATE LIMITED.,https://www.zaubacorp.com/company/ARGUS-PETROCHEMICALS-PRIVATE-LIMITED-/U74899DL1991PTC044446,Delhi,Strike Off
U24231TN1987PTC015063,ARGUS PHARMACEUTICALS PVT LTD,https://www.zaubacorp.com/company/ARGUS-PHARMACEUTICALS-PVT-LTD/U24231TN1987PTC015063,Chennai,Strike Off
U45209GJ2020PTC113114,ARGUS PROCON PRIVATE LIMITED,https://www.zaubacorp.com/company/ARGUS-PROCON-PRIVATE-LIMITED/U45209GJ2020PTC113114,Ahmedabad,Active
U99999DL2000PTC005678,ARGUS PUBLISHING HOUSE PVT. LTD.,https://www.zaubacorp.com/company/ARGUS-PUBLISHING-HOUSE-PVT-LTD-/U99999DL2000PTC005678,Delhi,Active
U93000DL2010PTC199548,ARGUS RISK INTELLIGENCE & MANAGEMENT PRIVATE LIMITED,https://www.zaubacorp.com/company/ARGUS-RISK-INTELLIGENCE-MANAGEMENT-PRIVATE-LIMITED/U93000DL2010PTC199548,Delhi,Strike Off
U74920TG2014PTC092382,ARGUS SECURITY AGENCY PRIVATE LIMITED,https://www.zaubacorp.com/company/ARGUS-SECURITY-AGENCY-PRIVATE-LIMITED/U74920TG2014PTC092382,Hyderabad,Strike Off
U74900KA2010PTC054539,ARGUS SUPPLY CHAIN SOLUTIONS PRIVATE LIMITED,https://www.zaubacorp.com/company/ARGUS-SUPPLY-CHAIN-SOLUTIONS-PRIVATE-LIMITED/U74900KA2010PTC054539,Bangalore,Strike Off
U17112GJ2003PTC043293,ARGUS TEXTILES PRIVATE LIMITED,https://www.zaubacorp.com/company/ARGUS-TEXTILES-PRIVATE-LIMITED/U17112GJ2003PTC043293,Ahmedabad,Strike Off
U93000KA2021PTC148039,ARGUS VIGILANCE AND MANAGEMENT SERVICES PRIVATE LIMITED,https://www.zaubacorp.com/company/ARGUS-VIGILANCE-AND-MANAGEMENT-SERVICES-PRIVATE-LIMITED/U93000KA2021PTC148039,Bangalore,Active
U85100MP2015NPL034159,ARGUTA EDUCATIONAL FOUNDATION,https://www.zaubacorp.com/company/ARGUTA-EDUCATIONAL-FOUNDATION/U85100MP2015NPL034159,Gwalior,Active
U70100TG2016PTC111596,ARGUTE INFRAVENTURES PRIVATE LIMITED,https://www.zaubacorp.com/company/ARGUTE-INFRAVENTURES-PRIVATE-LIMITED/U70100TG2016PTC111596,Hyderabad,Active
F01097,ARGYLE DIAMOND SALES LTD,https://www.zaubacorp.com/company/ARGYLE-DIAMOND-SALES-LTD/F01097,ralia,Not Available for e-filing
U55101MH2020PTC352707,ARH & CLUB PRIVATE LIMITED,https://www.zaubacorp.com/company/ARH-CLUB-PRIVATE-LIMITED/U55101MH2020PTC352707,Mumbai,Active
U72300MH2012PTC232885,ARH DATA PROCESSING PRIVATE LIMITED,https://www.zaubacorp.com/company/ARH-DATA-PROCESSING-PRIVATE-LIMITED/U72300MH2012PTC232885,Mumbai,Strike Off
U31909DL2019PTC358345,ARH ELECTROWAVE INDIA PRIVATE LIMITED,https://www.zaubacorp.com/company/ARH-ELECTROWAVE-INDIA-PRIVATE-LIMITED/U31909DL2019PTC358345,Delhi,Active
AAO-0484,ARH FAB LLP,https://www.zaubacorp.com/company/ARH-FAB-LLP/AAO-0484,Delhi,Active
U29300RJ2011PTC035824,ARH INFOTRADE PRIVATE LIMITED,https://www.zaubacorp.com/company/ARH-INFOTRADE-PRIVATE-LIMITED/U29300RJ2011PTC035824,Jaipur,Active
AAX-5960,ARH MEDI-CARE LLP,https://www.zaubacorp.com/company/ARH-MEDI-CARE-LLP/AAX-5960,Ernakulam,Active
U52100DL2015PTC277523,ARH TRADING PRIVATE LIMITED,https://www.zaubacorp.com/company/ARH-TRADING-PRIVATE-LIMITED/U52100DL2015PTC277523,Delhi,Strike Off
U45209TG2008PTC060353,ARHA ARCHITECTS AND PLANNERS PRIVATE LIMITED,https://www.zaubacorp.com/company/ARHA-ARCHITECTS-AND-PLANNERS-PRIVATE-LIMITED/U45209TG2008PTC060353,Hyderabad,Strike Off
U26942DL1992PLC048758,ARHA BUILDCON LIMITED,https://www.zaubacorp.com/company/ARHA-BUILDCON-LIMITED/U26942DL1992PLC048758,Delhi,Strike Off
AAI-0535,ARHA BUILDPRO LLP,https://www.zaubacorp.com/company/ARHA-BUILDPRO-LLP/AAI-0535,Mumbai,Active
U64200TG2019PTC133410,ARHA BUSINESS COGNITIVE INDIA PRIVATE LIMITED,https://www.zaubacorp.com/company/ARHA-BUSINESS-COGNITIVE-INDIA-PRIVATE-LIMITED/U64200TG2019PTC133410,Hyderabad,Active
U74120KA2021PTC155917,ARHA CONSULTANCY SERVICES PRIVATE LIMITED,https://www.zaubacorp.com/company/ARHA-CONSULTANCY-SERVICES-PRIVATE-LIMITED/U74120KA2021PTC155917,Bangalore,Active
U72900TG2022PTC159597,ARHA DEVOPS SOLUTIONS PRIVATE LIMITED,https://www.zaubacorp.com/company/ARHA-DEVOPS-SOLUTIONS-PRIVATE-LIMITED/U72900TG2022PTC159597,Hyderabad,Active
U74999MH2014PTC259671,ARHA DIVERSE TECHNOLOGIES PRIVATE LIMITED,https://www.zaubacorp.com/company/ARHA-DIVERSE-TECHNOLOGIES-PRIVATE-LIMITED/U74999MH2014PTC259671,Mumbai,Strike Off
U74120MH2010PTC209503,ARHA ENERGY PRIVATE LIMITED,https://www.zaubacorp.com/company/ARHA-ENERGY-PRIVATE-LIMITED/U74120MH2010PTC209503,Mumbai,Strike Off
U92490TG2021PTC151191,ARHA ENTERTAINMENTS PRIVATE LIMITED,https://www.zaubacorp.com/company/ARHA-ENTERTAINMENTS-PRIVATE-LIMITED/U92490TG2021PTC151191,Hyderabad,Active
U36911MH2008PTC184098,ARHA ETERNAL JEWELS PRIVATE LIMITED,https://www.zaubacorp.com/company/ARHA-ETERNAL-JEWELS-PRIVATE-LIMITED/U36911MH2008PTC184098,Mumbai,Active
U70109KL2020PTC066113,ARHA HOMES PRIVATE LIMITED,https://www.zaubacorp.com/company/ARHA-HOMES-PRIVATE-LIMITED/U70109KL2020PTC066113,Ernakulam,Active
U74999GJ2016PTC094442,ARHA MARKET RESEARCH SERVICES PRIVATE LIMITED,https://www.zaubacorp.com/company/ARHA-MARKET-RESEARCH-SERVICES-PRIVATE-LIMITED/U74999GJ2016PTC094442,Ahmedabad,Active
U29309TN2021PTC143224,ARHA METALS AND TECH SOLUTIONS PRIVATE LIMITED,https://www.zaubacorp.com/company/ARHA-METALS-AND-TECH-SOLUTIONS-PRIVATE-LIMITED/U29309TN2021PTC143224,Chennai,Active
U72200TG2015OPC118032,ARHA RETAIL PLACE PRIVATE LIMITED (OPC),https://www.zaubacorp.com/company/ARHA-RETAIL-PLACE-PRIVATE-LIMITED-OPC-/U72200TG2015OPC118032,Hyderabad,Active
U52100WB2013PTC198909,ARHA TRACOM PRIVATE LIMITED,https://www.zaubacorp.com/company/ARHA-TRACOM-PRIVATE-LIMITED/U52100WB2013PTC198909,Kolkata,Strike Off
U15400MH2014PTC258437,ARHAA FOOD MANUFACTURERS INDIA PRIVATE LIMITED,https://www.zaubacorp.com/company/ARHAA-FOOD-MANUFACTURERS-INDIA-PRIVATE-LIMITED/U15400MH2014PTC258437,Mumbai,Active
U65999MH2021PTC371980,ARHAA HOLDINGS PRIVATE LIMITED,https://www.zaubacorp.com/company/ARHAA-HOLDINGS-PRIVATE-LIMITED/U65999MH2021PTC371980,Mumbai,Active
U72200AP2018PTC107648,ARHAA INFOTECH PRIVATE LIMITED,https://www.zaubacorp.com/company/ARHAA-INFOTECH-PRIVATE-LIMITED/U72200AP2018PTC107648,Vijayawada,Active
U67120GJ2010PTC062877,ARHAAM EQUISTOCK PRIVATE LIMITED,https://www.zaubacorp.com/company/ARHAAM-EQUISTOCK-PRIVATE-LIMITED/U67120GJ2010PTC062877,Ahmedabad,Strike Off
U36900MH2021PTC364929,ARHAAM FILMS PRIVATE LIMITED,https://www.zaubacorp.com/company/ARHAAM-FILMS-PRIVATE-LIMITED/U36900MH2021PTC364929,Mumbai,Active
AAW-4832,ARHAAN DIAMONDS LLP,https://www.zaubacorp.com/company/ARHAAN-DIAMONDS-LLP/AAW-4832,Mumbai,Active
U70109CH2014PTC035182,ARHAAN EMPIRES PRIVATE LIMITED,https://www.zaubacorp.com/company/ARHAAN-EMPIRES-PRIVATE-LIMITED/U70109CH2014PTC035182,Chandigarh,Strike Off
U52609GJ2021PTC124673,ARHAAN ENTERPRISES PRIVATE LIMITED,https://www.zaubacorp.com/company/ARHAAN-ENTERPRISES-PRIVATE-LIMITED/U52609GJ2021PTC124673,Ahmedabad,Active
U51909AP2020PTC115481,ARHAAN FERROUS AND NON FERROUS SOLUTIONS PRIVATE LIMITED,https://www.zaubacorp.com/company/ARHAAN-FERROUS-AND-NON-FERROUS-SOLUTIONS-PRIVATE-LIMITED/U51909AP2020PTC115481,Vijayawada,Active
U93090DL2020PTC361253,ARHAAN FILM AND DIGITAL MEDIA PRIVATE LIMITED,https://www.zaubacorp.com/company/ARHAAN-FILM-AND-DIGITAL-MEDIA-PRIVATE-LIMITED/U93090DL2020PTC361253,Delhi,Active
U74140DL2011PTC225931,ARHAAN HOLDINGS PRIVATE LIMITED,https://www.zaubacorp.com/company/ARHAAN-HOLDINGS-PRIVATE-LIMITED/U74140DL2011PTC225931,Delhi,Active
AAZ-1588,ARHAAN JEWELS LLP,https://www.zaubacorp.com/company/ARHAAN-JEWELS-LLP/AAZ-1588,Kanpur,Active
U63090GJ2018PTC100771,ARHAAN LOGIWARE PRIVATE LIMITED,https://www.zaubacorp.com/company/ARHAAN-LOGIWARE-PRIVATE-LIMITED/U63090GJ2018PTC100771,Ahmedabad,Active
U74999DL2017PTC311185,ARHAAN VENTURES PRIVATE LIMITED,https://www.zaubacorp.com/company/ARHAAN-VENTURES-PRIVATE-LIMITED/U74999DL2017PTC311185,Delhi,Active
U63031KA2021PTC145258,ARHAANT ESTABLISHMENT PRIVATE LIMITED,https://www.zaubacorp.com/company/ARHAANT-ESTABLISHMENT-PRIVATE-LIMITED/U63031KA2021PTC145258,Bangalore,Active
U80904MH2010PTC210634,ARHAM ACADEMY PRIVATE LIMITED,https://www.zaubacorp.com/company/ARHAM-ACADEMY-PRIVATE-LIMITED/U80904MH2010PTC210634,Mumbai,Under Process of Striking Off
AAG-9032,ARHAM ACCOUNTANCY AND IT SOLUTIONS LLP,https://www.zaubacorp.com/company/ARHAM-ACCOUNTANCY-AND-IT-SOLUTIONS-LLP/AAG-9032,Ahmedabad,Active
AAA-2168,ARHAM ANALYTICS LLP,https://www.zaubacorp.com/company/ARHAM-ANALYTICS-LLP/AAA-2168,Kanpur,Defunct
U74900MH2008PTC180774,ARHAM ANMOL PROJECTS PRIVATE LIMITED,https://www.zaubacorp.com/company/ARHAM-ANMOL-PROJECTS-PRIVATE-LIMITED/U74900MH2008PTC180774,Mumbai,Active
U51900MH2014PTC259132,ARHAM ASSOCIATES PRIVATE LIMITED,https://www.zaubacorp.com/company/ARHAM-ASSOCIATES-PRIVATE-LIMITED/U51900MH2014PTC259132,Mumbai,Strike Off
