CIN,Name,url,roc,status
U74210HP2021PTC008448,ARIA DESIGN AND CONSULTANCY SERVICES PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIA-DESIGN-AND-CONSULTANCY-SERVICES-PRIVATE-LIMITED/U74210HP2021PTC008448,HimachalPradesh,Active
U70109DL2012PTC242261,ARIA DEVELOPERS PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIA-DEVELOPERS-PRIVATE-LIMITED/U70109DL2012PTC242261,Delhi,Converted to LLP
AAH-6084,ARIA HOMEFOODS LLP,https://www.zaubacorp.com/company/ARIA-HOMEFOODS-LLP/AAH-6084,Hyderabad,Active
U45201OR2012PTC015939,ARIA INFRAPROJECTS PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIA-INFRAPROJECTS-PRIVATE-LIMITED/U45201OR2012PTC015939,Cuttack,Active
U74994HR2012PTC046573,ARIA INTERIOR DESIGN PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIA-INTERIOR-DESIGN-PRIVATE-LIMITED/U74994HR2012PTC046573,Delhi,Active
U92490DL1999PLC100344,ARIA INTERNATIONAL LIMITED,https://www.zaubacorp.com/company/ARIA-INTERNATIONAL-LIMITED/U92490DL1999PLC100344,Delhi,Active
U74900TN2012PTC086204,ARIA MARKETING PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIA-MARKETING-PRIVATE-LIMITED/U74900TN2012PTC086204,Chennai,Active
U45309TG2021OPC147891,ARIA PALLEY INFRASTRUCTURE AND ENVIRONMENT (OPC) PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIA-PALLEY-INFRASTRUCTURE-AND-ENVIRONMENT-OPC-PRIVATE-LIMITED/U45309TG2021OPC147891,Hyderabad,Active
U74899DL1992PTC049361,ARIA RESORTS INDIA PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIA-RESORTS-INDIA-PRIVATE-LIMITED/U74899DL1992PTC049361,Delhi,Active
AAX-9664,ARIA STATIONERY LLP,https://www.zaubacorp.com/company/ARIA-STATIONERY-LLP/AAX-9664,Mumbai,Active
U74999TN2015PTC101732,ARIADNE E-MARKETING PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIADNE-E-MARKETING-PRIVATE-LIMITED/U74999TN2015PTC101732,Chennai,Active
U36900PN2013PTC146594,ARIADNE HOME DECO PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIADNE-HOME-DECO-PRIVATE-LIMITED/U36900PN2013PTC146594,Pune,Strike Off
U72200TG2013PTC089748,ARIADNE SOFTWARE PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIADNE-SOFTWARE-PRIVATE-LIMITED/U72200TG2013PTC089748,Hyderabad,Active
U72900TN2016PTC104611,ARIAHAM TECHNOLOGIES PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIAHAM-TECHNOLOGIES-PRIVATE-LIMITED/U72900TN2016PTC104611,Chennai,Under Process of Striking Off
U51909TN1995PTC033736,ARIAKE BIOTECH SOLUTIONS PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIAKE-BIOTECH-SOLUTIONS-PRIVATE-LIMITED/U51909TN1995PTC033736,Chennai,Active
AAJ-0048,ARIAKE DO WELLBEING LLP,https://www.zaubacorp.com/company/ARIAKE-DO-WELLBEING-LLP/AAJ-0048,Delhi,Active
U72400TN2007PTC065564,ARIAKE MANAGEMENT CONSULTANCY PRIVATE LI MITED,https://www.zaubacorp.com/company/ARIAKE-MANAGEMENT-CONSULTANCY-PRIVATE-LI-MITED/U72400TN2007PTC065564,Chennai,Strike Off
U74999MH2016PTC284846,ARIAL MARS SURAKSHA SAMADHAN PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIAL-MARS-SURAKSHA-SAMADHAN-PRIVATE-LIMITED/U74999MH2016PTC284846,Mumbai,Active
U74920OR2013PTC016959,ARIAL SECURITY & ESCORT SERVICES PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIAL-SECURITY-ESCORT-SERVICES-PRIVATE-LIMITED/U74920OR2013PTC016959,Cuttack,Active
U55101GA2005PTC003982,ARIALA RESORTS PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIALA-RESORTS-PRIVATE-LIMITED/U55101GA2005PTC003982,Goa,Active
U01403WB2012PLC175038,ARIAMT PROJECTS INDIA LIMITED,https://www.zaubacorp.com/company/ARIAMT-PROJECTS-INDIA-LIMITED/U01403WB2012PLC175038,Kolkata,Strike Off
AAL-4776,ARIAN AIR TRAVEL INDIA LLP,https://www.zaubacorp.com/company/ARIAN-AIR-TRAVEL-INDIA-LLP/AAL-4776,Delhi,Active
U63040DL2002PTC117649,ARIAN AIR TRAVEL PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIAN-AIR-TRAVEL-PRIVATE-LIMITED/U63040DL2002PTC117649,Delhi,Active
U36990AS2018PTC018917,ARIAN AUXILIARIES PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIAN-AUXILIARIES-PRIVATE-LIMITED/U36990AS2018PTC018917,Shillong,Active
U24110MH1989PTC050841,ARIAN BIOLOGICALS PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIAN-BIOLOGICALS-PRIVATE-LIMITED/U24110MH1989PTC050841,Mumbai,Strike Off
U65921UP1994PTC017257,ARIAN CAPITAL CONSULTANTS PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIAN-CAPITAL-CONSULTANTS-PRIVATE-LIMITED/U65921UP1994PTC017257,Kanpur,Strike Off
U02004KA1989PTC010489,ARIAN FARM ORGANICS PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIAN-FARM-ORGANICS-PRIVATE-LIMITED/U02004KA1989PTC010489,Bangalore,Strike Off
U51311DL2004PTC129009,ARIAN GARMENT EXPORTS PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIAN-GARMENT-EXPORTS-PRIVATE-LIMITED/U51311DL2004PTC129009,Delhi,Strike Off
U55101DL1991PLC045787,ARIAN HOTELS INDIA LIMITED.,https://www.zaubacorp.com/company/ARIAN-HOTELS-INDIA-LIMITED-/U55101DL1991PLC045787,Delhi,Strike Off
U45206AP2014PTC095787,ARIAN HOUSING PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIAN-HOUSING-PRIVATE-LIMITED/U45206AP2014PTC095787,Vijayawada,Active
U74999MH2018PTC318594,ARIAN INVENTIS PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIAN-INVENTIS-PRIVATE-LIMITED/U74999MH2018PTC318594,Mumbai,Active
AAB-5299,ARIAN IT SOLUTIONS LLP,https://www.zaubacorp.com/company/ARIAN-IT-SOLUTIONS-LLP/AAB-5299,Delhi,Defunct
U63090UP2012PTC051520,ARIBA TOUR & TRAVELS PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIBA-TOUR-TRAVELS-PRIVATE-LIMITED/U63090UP2012PTC051520,Kanpur,Strike Off
U74999OR2016PTC026114,ARIBAH ENTERPRISES PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIBAH-ENTERPRISES-PRIVATE-LIMITED/U74999OR2016PTC026114,Cuttack,Active
U80902WB2019PTC233253,ARIBARAYYAN EDUCATION INSTITUTE PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIBARAYYAN-EDUCATION-INSTITUTE-PRIVATE-LIMITED/U80902WB2019PTC233253,Kolkata,Active
U74140MH2002PTC136513,ARIBEN CONSULTANTS PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIBEN-CONSULTANTS-PRIVATE-LIMITED/U74140MH2002PTC136513,Mumbai,Strike Off
AAV-7639,ARIC BATHWARE LLP,https://www.zaubacorp.com/company/ARIC-BATHWARE-LLP/AAV-7639,Ahmedabad,Active
AAE-2228,ARIC COMMERCIAL LLP,https://www.zaubacorp.com/company/ARIC-COMMERCIAL-LLP/AAE-2228,Kolkata,Active
U85110AP2014PTC095783,ARIC HEALTHCARE PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIC-HEALTHCARE-PRIVATE-LIMITED/U85110AP2014PTC095783,Vijayawada,Active
U80904PB2016PTC045740,ARIC IMMIGRATION CONSULTANTS PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIC-IMMIGRATION-CONSULTANTS-PRIVATE-LIMITED/U80904PB2016PTC045740,Chandigarh,Active
U24231GJ1989PTC012392,ARIC INDUSTRIAL PRODUCTS PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIC-INDUSTRIAL-PRODUCTS-PRIVATE-LIMITED/U24231GJ1989PTC012392,Ahmedabad,Amalgamated
U45205GJ1994PTC022742,ARIC INFRACON PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIC-INFRACON-PRIVATE-LIMITED/U45205GJ1994PTC022742,Ahmedabad,Amalgamated
U74899DL2000PTC103873,ARIC LUBRICANTS (INDIA) PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIC-LUBRICANTS-INDIA-PRIVATE-LIMITED/U74899DL2000PTC103873,Delhi,Active
U31904DL2016PTC304958,ARIC SERVICES PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIC-SERVICES-PRIVATE-LIMITED/U31904DL2016PTC304958,Delhi,Active
U52209UP2020PTC137457,ARIC WINES AND LIQUORS PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIC-WINES-AND-LIQUORS-PRIVATE-LIMITED/U52209UP2020PTC137457,Kanpur,Active
U01222WB2004PTC100172,ARICA (DAIRY & FARMS) PRIVATE LIMITED,https://www.zaubacorp.com/company/ARICA-DAIRY-FARMS-PRIVATE-LIMITED/U01222WB2004PTC100172,Kolkata,Strike Off
AAY-4319,ARICA APPARELS LLP,https://www.zaubacorp.com/company/ARICA-APPARELS-LLP/AAY-4319,Pune,Active
U17121MP1999PTC013428,ARICA TEXTILES PRIVATE LIMITED,https://www.zaubacorp.com/company/ARICA-TEXTILES-PRIVATE-LIMITED/U17121MP1999PTC013428,Gwalior,Strike Off
U24230UP2022PTC158010,ARICAN ENTERPRISES PRIVATE LIMITED,https://www.zaubacorp.com/company/ARICAN-ENTERPRISES-PRIVATE-LIMITED/U24230UP2022PTC158010,Kanpur,Active
U01403TG2010PTC070279,ARICENT AGRITECH PRIVATE LIMITED,https://www.zaubacorp.com/company/ARICENT-AGRITECH-PRIVATE-LIMITED/U01403TG2010PTC070279,Hyderabad,Under Process of Striking Off
U67100KA2019PTC124353,ARICENT BUSINESS SOLUTIONS PRIVATE LIMITED,https://www.zaubacorp.com/company/ARICENT-BUSINESS-SOLUTIONS-PRIVATE-LIMITED/U67100KA2019PTC124353,Bangalore,Active
U72200KA2000PTC032966,ARICENT COMMUNICATIONS PRIVATE LIMITED,https://www.zaubacorp.com/company/ARICENT-COMMUNICATIONS-PRIVATE-LIMITED/U72200KA2000PTC032966,Bangalore,Dissolved
U36101DL2008PTC179929,ARICENT DESIGNS PRIVATE LIMITED,https://www.zaubacorp.com/company/ARICENT-DESIGNS-PRIVATE-LIMITED/U36101DL2008PTC179929,Delhi,Active
U24233MH2011PTC212638,ARICENT HYGIENE VENTURES PRIVATE LIMITED,https://www.zaubacorp.com/company/ARICENT-HYGIENE-VENTURES-PRIVATE-LIMITED/U24233MH2011PTC212638,Mumbai,Active
U72100JH2007PTC012943,ARICENT INFOTECH PRIVATE LIMITED,https://www.zaubacorp.com/company/ARICENT-INFOTECH-PRIVATE-LIMITED/U72100JH2007PTC012943,Jharkhand,Under Process of Striking Off
U27310GJ2015PTC085177,ARICENT STEEL PRIVATE LIMITED,https://www.zaubacorp.com/company/ARICENT-STEEL-PRIVATE-LIMITED/U27310GJ2015PTC085177,Ahmedabad,Active
U51909KA2021PTC153297,ARICHS GLOBAL SOLUTIONS PRIVATE LIMITED,https://www.zaubacorp.com/company/ARICHS-GLOBAL-SOLUTIONS-PRIVATE-LIMITED/U51909KA2021PTC153297,Bangalore,Active
U74140DL1998PTC095414,ARICIA SOURCING PRIVATE LIMITED,https://www.zaubacorp.com/company/ARICIA-SOURCING-PRIVATE-LIMITED/U74140DL1998PTC095414,Delhi,Active
U74994UP2019OPC112605,ARICKS SALES (OPC) PRIVATE LIMITED,https://www.zaubacorp.com/company/ARICKS-SALES-OPC-PRIVATE-LIMITED/U74994UP2019OPC112605,Kanpur,Active
U70109UP2020PTC135442,ARICO BUILDERS & DEVELOPERS PRIVATE LIMITED,https://www.zaubacorp.com/company/ARICO-BUILDERS-DEVELOPERS-PRIVATE-LIMITED/U70109UP2020PTC135442,Kanpur,Active
U74999DL2014PTC272174,ARICO FOODS PRIVATE LIMITED,https://www.zaubacorp.com/company/ARICO-FOODS-PRIVATE-LIMITED/U74999DL2014PTC272174,Delhi,Under Process of Striking Off
U72900BR2011PTC017232,ARICOM SYSTEMS TECHNOLOGY PRIVATE LIMITED,https://www.zaubacorp.com/company/ARICOM-SYSTEMS-TECHNOLOGY-PRIVATE-LIMITED/U72900BR2011PTC017232,Patna,Strike Off
U21000GJ2015PTC085188,ARICON PAPERS PRIVATE LIMITED,https://www.zaubacorp.com/company/ARICON-PAPERS-PRIVATE-LIMITED/U21000GJ2015PTC085188,Ahmedabad,Active
U72900UP2021PTC146655,ARICONIC PRIVATE LIMITED,https://www.zaubacorp.com/company/ARICONIC-PRIVATE-LIMITED/U72900UP2021PTC146655,Kanpur,Active
U74120RJ2014PTC046032,ARID FOX SECURITY SERVICES PRIVATE LIMITED,https://www.zaubacorp.com/company/ARID-FOX-SECURITY-SERVICES-PRIVATE-LIMITED/U74120RJ2014PTC046032,Jaipur,Strike Off
AAR-1615,ARIDCO LLP,https://www.zaubacorp.com/company/ARIDCO-LLP/AAR-1615,Delhi,Active
U72200KL2007PTC020538,ARIDE OCEAN INFOWAY PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIDE-OCEAN-INFOWAY-PRIVATE-LIMITED/U72200KL2007PTC020538,Ernakulam,Active
U51909DL2020PTC368675,ARIDEA HERBAL AND COSMETICS PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIDEA-HERBAL-AND-COSMETICS-PRIVATE-LIMITED/U51909DL2020PTC368675,Delhi,Active
U51909TZ2015PTC021513,ARIDHA EXPORTERS PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIDHA-EXPORTERS-PRIVATE-LIMITED/U51909TZ2015PTC021513,Coimbatore,Strike Off
AAF-8072,ARIDHI COMMERCIAL LLP,https://www.zaubacorp.com/company/ARIDHI-COMMERCIAL-LLP/AAF-8072,Kolkata,Active
U51494WB1993PTC060914,ARIDHI COMMOTRADE PVT LTD,https://www.zaubacorp.com/company/ARIDHI-COMMOTRADE-PVT-LTD/U51494WB1993PTC060914,Kolkata,Strike Off
U52390WB2010PTC141614,ARIDHI SALES PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIDHI-SALES-PRIVATE-LIMITED/U52390WB2010PTC141614,Kolkata,Active
AAQ-9316,ARIDNAM WORKWEAR CONCEPTS LLP,https://www.zaubacorp.com/company/ARIDNAM-WORKWEAR-CONCEPTS-LLP/AAQ-9316,Chennai,Active
U70102UP2012PTC052401,ARIDOC INFRA PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIDOC-INFRA-PRIVATE-LIMITED/U70102UP2012PTC052401,Kanpur,Strike Off
U74110TG2017PTC121225,ARIDRA GLOBAL SERVICES PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIDRA-GLOBAL-SERVICES-PRIVATE-LIMITED/U74110TG2017PTC121225,Hyderabad,Active
U01400DL2020PTC368979,ARIDZONE FARMING PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIDZONE-FARMING-PRIVATE-LIMITED/U01400DL2020PTC368979,Delhi,Active
U63000TG2019PTC130864,ARIE TRANSPORTATION SOLUTIONS PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIE-TRANSPORTATION-SOLUTIONS-PRIVATE-LIMITED/U63000TG2019PTC130864,Hyderabad,Active
U99999MH1973PLC016821,ARIEL APPOINTEMENT AIELS PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIEL-APPOINTEMENT-AIELS-PRIVATE-LIMITED/U99999MH1973PLC016821,Mumbai,Dissolved
U45201KL2007PTC020448,ARIEL BUILDERS PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIEL-BUILDERS-PRIVATE-LIMITED/U45201KL2007PTC020448,Ernakulam,Active
U99999MH1997PTC112687,ARIEL DYES AND CHEMICALS PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIEL-DYES-AND-CHEMICALS-PRIVATE-LIMITED/U99999MH1997PTC112687,Mumbai,Strike Off
U29309PN2017PTC172301,ARIEL ELEVATORS PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIEL-ELEVATORS-PRIVATE-LIMITED/U29309PN2017PTC172301,Pune,Active
U70102MH1992PTC066280,ARIEL ESTATE INVESTMENT PVT LTD,https://www.zaubacorp.com/company/ARIEL-ESTATE-INVESTMENT-PVT-LTD/U70102MH1992PTC066280,Mumbai,Amalgamated
U74992PB1993PTC013492,ARIEL EXPORTS PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIEL-EXPORTS-PRIVATE-LIMITED/U74992PB1993PTC013492,Chandigarh,Active
ABA-3559,ARIEL INFRA LLP,https://www.zaubacorp.com/company/ARIEL-INFRA-LLP/ABA-3559,Kolkata,Active
U72200TN2004PTC054873,ARIEL NETWORK SOLUTION PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIEL-NETWORK-SOLUTION-PRIVATE-LIMITED/U72200TN2004PTC054873,Chennai,Strike Off
U74900MH2009PTC190984,ARIEL POLYMERS PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIEL-POLYMERS-PRIVATE-LIMITED/U74900MH2009PTC190984,Mumbai,Active
U70102UP2013PLC059616,ARIEL REAL ESTATE CORPORATION LIMITED,https://www.zaubacorp.com/company/ARIEL-REAL-ESTATE-CORPORATION-LIMITED/U70102UP2013PLC059616,Kanpur,Strike Off
U72200MH2008PTC178783,ARIEL TRADING PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIEL-TRADING-PRIVATE-LIMITED/U72200MH2008PTC178783,Mumbai,Active
U24200PN2021PTC202958,ARIELEO LIFE SCIENCES PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIELEO-LIFE-SCIENCES-PRIVATE-LIMITED/U24200PN2021PTC202958,Pune,Active
U51909DL2017PTC317012,ARIELFASHION APPARELS PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIELFASHION-APPARELS-PRIVATE-LIMITED/U51909DL2017PTC317012,Delhi,Active
U74900MH2012PTC232910,ARIELL PRODUCTIONS PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIELL-PRODUCTIONS-PRIVATE-LIMITED/U74900MH2012PTC232910,Mumbai,Active
U51909TG2020PTC146982,ARIELLA EXPORTS AND IMPORTS PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIELLA-EXPORTS-AND-IMPORTS-PRIVATE-LIMITED/U51909TG2020PTC146982,Hyderabad,Active
U52334UP1994PTC016610,ARIEN APPLIANCES PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIEN-APPLIANCES-PRIVATE-LIMITED/U52334UP1994PTC016610,Kanpur,Strike Off
U32109PB1987PTC007242,ARIEN BIOCOUSTICS PVT LTD,https://www.zaubacorp.com/company/ARIEN-BIOCOUSTICS-PVT-LTD/U32109PB1987PTC007242,Chandigarh,Strike Off
AAB-4148,ARIEN BUILDERS & DEVELOPERS LLP,https://www.zaubacorp.com/company/ARIEN-BUILDERS-DEVELOPERS-LLP/AAB-4148,Mumbai,Active
U14292GJ2018PTC103176,ARIEN MINERALS PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIEN-MINERALS-PRIVATE-LIMITED/U14292GJ2018PTC103176,Ahmedabad,Active
U99999DL2000PTC901284,ARIEN NEW DELHI PVT. LTD.,https://www.zaubacorp.com/company/ARIEN-NEW-DELHI-PVT-LTD-/U99999DL2000PTC901284,Delhi,Not available for efiling
U70102TG2008PTC061489,ARIENS HOUSING AND RESORTS PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIENS-HOUSING-AND-RESORTS-PRIVATE-LIMITED/U70102TG2008PTC061489,Hyderabad,Active
U19201UP2004PTC028735,ARIENS OVERSEAS PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIENS-OVERSEAS-PRIVATE-LIMITED/U19201UP2004PTC028735,Kanpur,Active
U33110MH2013PTC245663,ARIENT SCIENTIFIC PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIENT-SCIENTIFIC-PRIVATE-LIMITED/U33110MH2013PTC245663,Mumbai,Active
U72501PN2020PTC189963,ARIEOTECH SOLUTIONS PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIEOTECH-SOLUTIONS-PRIVATE-LIMITED/U72501PN2020PTC189963,Pune,Active
U55101KA2006PTC041042,ARIES & LIBRA HOTELS INDIA PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIES-LIBRA-HOTELS-INDIA-PRIVATE-LIMITED/U55101KA2006PTC041042,Bangalore,Strike Off
U74999WB2009PTC136419,ARIES AGENCIES PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIES-AGENCIES-PRIVATE-LIMITED/U74999WB2009PTC136419,Kolkata,Active
U01119TG1995PTC020384,ARIES AGRI TECH PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIES-AGRI-TECH-PRIVATE-LIMITED/U01119TG1995PTC020384,Hyderabad,Strike Off
U01403MH2008PTC183789,ARIES AGRO PRODUCE PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIES-AGRO-PRODUCE-PRIVATE-LIMITED/U01403MH2008PTC183789,Mumbai,Active
U74999TN2011PTC081302,ARIES AIR LOGISTICS & SERVICES PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIES-AIR-LOGISTICS-SERVICES-PRIVATE-LIMITED/U74999TN2011PTC081302,Chennai,Strike Off
U99999PY1993PTC000880,ARIES APPLIANCES PVT. LTD.,https://www.zaubacorp.com/company/ARIES-APPLIANCES-PVT-LTD-/U99999PY1993PTC000880,Pondicherry,Strike Off
U74999DL2012PTC235589,ARIES AUCTIONS (INDIA) PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIES-AUCTIONS-INDIA-PRIVATE-LIMITED/U74999DL2012PTC235589,Delhi,Strike Off
U50200HR2012PTC045594,ARIES AUTOMOTIVES PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIES-AUTOMOTIVES-PRIVATE-LIMITED/U50200HR2012PTC045594,Delhi,Active
U62100GJ2010PTC059359,ARIES AVIATION SERVICES PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIES-AVIATION-SERVICES-PRIVATE-LIMITED/U62100GJ2010PTC059359,Ahmedabad,Strike Off
AAN-1438,ARIES BIOTECH LLP,https://www.zaubacorp.com/company/ARIES-BIOTECH-LLP/AAN-1438,Ahmedabad,Active
U65923MH1995PTC089503,ARIES CAPITAL MARKETS PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIES-CAPITAL-MARKETS-PRIVATE-LIMITED/U65923MH1995PTC089503,Mumbai,Active
U02411TZ1994PTC004958,ARIES CHEMICALS PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIES-CHEMICALS-PRIVATE-LIMITED/U02411TZ1994PTC004958,Coimbatore,Strike Off
U65992DL1987PTC029505,ARIES CHIT FUND COMPANY PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIES-CHIT-FUND-COMPANY-PRIVATE-LIMITED/U65992DL1987PTC029505,Delhi,Strike Off
U51109WB2008PTC128180,ARIES CLEAN COAL PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIES-CLEAN-COAL-PRIVATE-LIMITED/U51109WB2008PTC128180,Kolkata,Active
U74999DL2003PTC122035,ARIES CORPORATE SERVICES PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIES-CORPORATE-SERVICES-PRIVATE-LIMITED/U74999DL2003PTC122035,Delhi,Active
AAV-8719,ARIES DIAMONDS & GEMS LLP,https://www.zaubacorp.com/company/ARIES-DIAMONDS-GEMS-LLP/AAV-8719,Mumbai,Active
U24232UR2005PTC007478,ARIES DRUGS PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIES-DRUGS-PRIVATE-LIMITED/U24232UR2005PTC007478,Uttarakhand,Active
U72200KL2011PTC030043,ARIES E-SOLUTIONS PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIES-E-SOLUTIONS-PRIVATE-LIMITED/U72200KL2011PTC030043,Ernakulam,Active
U60230JH2021OPC016797,ARIES ENTERPERISES SYSTEMS PLANET (OPC) PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIES-ENTERPERISES-SYSTEMS-PLANET-OPC-PRIVATE-LIMITED/U60230JH2021OPC016797,Jharkhand,Active
U00064KA1994PTC016119,ARIES EXIM LIASION(RE)PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIES-EXIM-LIASION-RE-PRIVATE-LIMITED/U00064KA1994PTC016119,Bangalore,Strike Off
U51109WB1992PTC056474,ARIES EXPORTS P LTD.,https://www.zaubacorp.com/company/ARIES-EXPORTS-P-LTD-/U51109WB1992PTC056474,Kolkata,Strike Off
U74900DL1997PTC086571,ARIES FLOAT GLASS PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIES-FLOAT-GLASS-PRIVATE-LIMITED/U74900DL1997PTC086571,Delhi,Strike Off
U70101TN2000PTC043893,ARIES FOUNDATIONS PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIES-FOUNDATIONS-PRIVATE-LIMITED/U70101TN2000PTC043893,Chennai,Active
U18101DL2005PTC136163,ARIES GARMENTS PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIES-GARMENTS-PRIVATE-LIMITED/U18101DL2005PTC136163,Delhi,Active
U16001DL2011PTC212813,ARIES GLOBAL AROMAZS PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIES-GLOBAL-AROMAZS-PRIVATE-LIMITED/U16001DL2011PTC212813,Delhi,Active
U74999TN2011PTC082335,ARIES GLOBAL MEDIA SOLUTIONS PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIES-GLOBAL-MEDIA-SOLUTIONS-PRIVATE-LIMITED/U74999TN2011PTC082335,Chennai,Strike Off
U14102KA1989PTC009814,ARIES GRANITES PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIES-GRANITES-PRIVATE-LIMITED/U14102KA1989PTC009814,Bangalore,Strike Off
U85110TG1990PTC011527,ARIES HABITAT PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIES-HABITAT-PRIVATE-LIMITED/U85110TG1990PTC011527,Hyderabad,Active
U74999DL2010PTC200905,ARIES HEALTH CARE SOLUTION PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIES-HEALTH-CARE-SOLUTION-PRIVATE-LIMITED/U74999DL2010PTC200905,Delhi,Strike Off
U65923GJ1993PTC019299,ARIES HOUSING FINANCE PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIES-HOUSING-FINANCE-PRIVATE-LIMITED/U65923GJ1993PTC019299,Ahmedabad,Strike Off
U74900KL2008PTC021709,ARIES IMMIGRATION SERVICES PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIES-IMMIGRATION-SERVICES-PRIVATE-LIMITED/U74900KL2008PTC021709,Ernakulam,Active
U19110DL1990PTC042116,ARIES INDIA PRIVATE LIMITED,https://www.zaubacorp.com/company/ARIES-INDIA-PRIVATE-LIMITED/U19110DL1990PTC042116,Delhi,Strike Off
U72900MH2006PTC165919,ARIES INFOTECH PVT. LTD.,https://www.zaubacorp.com/company/ARIES-INFOTECH-PVT-LTD-/U72900MH2006PTC165919,Mumbai,Strike Off
U99999MH1974PTC017663,ARIES INVESTMENT PVT LTD,https://www.zaubacorp.com/company/ARIES-INVESTMENT-PVT-LTD/U99999MH1974PTC017663,Mumbai,Strike Off
